Title,Price,Rating,URL,Date_Collected,UPC,Category,Stock_Quantity
Until Friday Night (The Field Party #1),46.31,2,https://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html,2026-07-08,aba2db9afb1469c7,Young Adult,14
Through the Woods,25.38,2,https://books.toscrape.com/catalogue/through-the-woods_772/index.html,2026-07-08,6e44bcbeac7f4360,Sequential Art,14
Twenty Yawns,22.08,2,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html,2026-07-08,1d6443ffba9dfd80,Childrens,14
This Is Where It Ends,27.12,2,https://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html,2026-07-08,f0f38174a7e689a3,Young Adult,14
The Year of Magical Thinking,43.04,2,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html,2026-07-08,34c0d7c4ee5650af,Nonfiction,14
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",45.95,2,https://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html,2026-07-08,76c84daa539426e2,Default,14
The White Queen (The Cousins' War #1),25.91,5,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html,2026-07-08,6875c5657661b2fb,Add a comment,14
The Wright Brothers,56.8,4,https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html,2026-07-08,08b2f71d93836313,Default,14
The Time Keeper,27.88,5,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html,2026-07-08,e9906e2f0d189745,Fiction,14
The Wedding Pact (The O'Malleys #2),32.61,3,https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html,2026-07-08,c5cb9f885d8b3621,Romance,14
The Songs of the Gods,44.48,5,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html,2026-07-08,00c4543ec6bd25b4,Default,14
The Star-Touched Queen,46.02,5,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html,2026-07-08,1528279aec1f3dce,Fantasy,14
The Testament of Mary,52.67,4,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html,2026-07-08,081305e6df719dff,Fiction,14
The Rosie Project (Don Tillman #1),54.04,1,https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html,2026-07-08,012094e90a4b908d,Default,14
The Song of Achilles,37.4,5,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html,2026-07-08,e88fb1c9397cfb27,Add a comment,14
The Marriage of Opposites,28.08,4,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html,2026-07-08,52cf2a5933ec5d8f,Historical Fiction,14
The Loney,23.4,1,https://books.toscrape.com/catalogue/the-loney_756/index.html,2026-07-08,2d88a31f325dfd3b,Horror,14
The Power of Habit: Why We Do What We Do in Life and Business,16.88,3,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,2026-07-08,6bdd909329435e80,Default,14
The Lucifer Effect: Understanding How Good People Turn Evil,10.4,1,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,2026-07-08,4e812d32d64e2431,Psychology,14
The Literature Book (Big Ideas Simply Explained),17.43,3,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html,2026-07-08,4881cc53f6c8892f,Nonfiction,14
The Last Mile (Amos Decker #2),54.21,2,https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html,2026-07-08,3bc89353f7e3a3cc,Mystery,14
The Immortal Life of Henrietta Lacks,40.67,2,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,2026-07-08,f72f61ad6a5f12ed,Add a comment,14
The Long Haul (Diary of a Wimpy Kid #9),44.07,1,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,2026-07-08,f21effc079a2b38a,Humor,14
The Guilty (Will Robie #4),13.82,2,https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html,2026-07-08,847935fc68707426,Thriller,14
The Hidden Oracle (The Trials of Apollo #1),52.26,2,https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,2026-07-08,992974ba6a0536ea,Fantasy,14
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,3,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,2026-07-08,ddc8340dabc8641b,Food and Drink,14
The First Hostage (J.B. Collins #2),25.85,3,https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html,2026-07-08,a86972014275e072,Fiction,14
The Dovekeepers,48.78,1,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,2026-07-08,3d76bc83c6b644c9,Add a comment,14
The Bane Chronicles (The Bane Chronicles #1-11),44.73,4,https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,2026-07-08,dc6f688b82e42a5b,Fantasy,14
The Darkest Lie,35.35,5,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html,2026-07-08,6edacfd1f8ebb9eb,Young Adult,14
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,15.77,1,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,2026-07-08,923831a05c9f91f7,Nonfiction,14
That Darkness (Gardiner and Renner #1),13.92,1,https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html,2026-07-08,0c7b9cf2b7662b65,Mystery,14
The 14th Colony (Cotton Malone #11),39.24,1,https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html,2026-07-08,1b8187fa4bf6ab05,Thriller,14
Tastes Like Fear (DI Marnie Rome #3),10.69,1,https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html,2026-07-08,2d1e337aaf341858,Mystery,14
Swell: A Year of Waves,45.58,1,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html,2026-07-08,4c8b7540409da4ac,Nonfiction,14
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),11.89,5,https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,2026-07-08,ac8e3949d284e9a9,Sequential Art,14
Take Me with You,45.21,3,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html,2026-07-08,2c04320e110a14a3,Fiction,14
Still Life with Bread Crumbs,26.41,3,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html,2026-07-08,fe44cc816576c652,Fiction,14
Steve Jobs,39.5,5,https://books.toscrape.com/catalogue/steve-jobs_737/index.html,2026-07-08,95019eac1c0a052f,Default,14
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,4,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,2026-07-08,3edcccc4f341fb1a,Science,14
Someone Like You (The Harrisons #2),52.79,5,https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html,2026-07-08,a278db6b2b09cf9f,Contemporary,14
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",35.43,4,https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,2026-07-08,394f6d30cafc3edb,Sequential Art,14
salt.,46.78,4,https://books.toscrape.com/catalogue/salt_731/index.html,2026-07-08,86cbddb61ea78bb7,Poetry,14
Robin War,47.82,3,https://books.toscrape.com/catalogue/robin-war_730/index.html,2026-07-08,85b2176b3b194030,Sequential Art,14
Shtum,55.84,4,https://books.toscrape.com/catalogue/shtum_733/index.html,2026-07-08,830fb3967c74866d,Fiction,14
See America: A Celebration of Our National Parks & Treasured Sites,48.87,3,https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,2026-07-08,f9705c362f070608,Travel,14
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",25.48,2,https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,2026-07-08,31e2e2d9cca3778f,Sequential Art,14
Rain Fish,23.57,3,https://books.toscrape.com/catalogue/rain-fish_728/index.html,2026-07-08,a6454e329f872b78,Childrens,14
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,5,https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,2026-07-08,aa35446aab16017f,Poetry,14
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15,3,https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,2026-07-08,8ecf0356a3878811,Self Help,14
Pet Sematary,10.56,3,https://books.toscrape.com/catalogue/pet-sematary_726/index.html,2026-07-08,af58a74e4b2a23a0,Horror,14
Once Was a Time,18.28,2,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html,2026-07-08,e34efcc824685332,Childrens,14
Old School (Diary of a Wimpy Kid #10),11.83,5,https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html,2026-07-08,02b74068fa98d8a4,Humor,14
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,21.95,2,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,2026-07-08,132ec5e8c984adef,Nonfiction,14
My Mrs. Brown,24.48,3,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html,2026-07-08,cc82685d9f49bc2c,Fiction,14
My Name Is Lucy Barton,41.56,1,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html,2026-07-08,727bf2b86b19ad88,Fiction,14
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",38.39,2,https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,2026-07-08,71e36f33981ddb74,Sequential Art,14
Mr. Mercedes (Bill Hodges Trilogy #1),28.9,1,https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html,2026-07-08,caa2e5b3fb1b2d4c,Fiction,14
My Kind of Crazy,40.36,1,https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html,2026-07-08,137b0b2775701e11,Young Adult,14
More Than Music (Chasing the Dream #1),37.61,2,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html,2026-07-08,47d47155e89c8be7,Add a comment,14
Made to Stick: Why Some Ideas Survive and Others Die,38.85,5,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,2026-07-08,b96fc7a0ea7d4b45,Business,14
Luis Paints the World,53.95,3,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html,2026-07-08,5b43cae640f2338a,Childrens,14
Love Is a Mix Tape (Music #1),18.03,1,https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,2026-07-08,adb5f51c2e2ab13f,Music,14
Lowriders to the Center of the Earth (Lowriders in Space #2),51.51,2,https://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,2026-07-08,a10c7515834240f3,Sequential Art,14
Luckiest Girl Alive,49.83,3,https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html,2026-07-08,d512871626a5e588,Default,14
Looking for Lovely: Collecting the Moments that Matter,29.14,5,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html,2026-07-08,24af96df0bafb925,Nonfiction,14
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,4,https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,2026-07-08,17fb5a88180f9904,Default,14
Let It Out: A Journey Through Journaling,26.79,5,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html,2026-07-08,1174156c4a0eccaa,Nonfiction,14
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,1,https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,2026-07-08,245e6bf08b8d2955,Food and Drink,14
Lady Midnight (The Dark Artifices #1),16.28,5,https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html,2026-07-08,708345c9897fd7c5,Default,14
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,4,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,2026-07-08,b8a8ff84233f0570,Humor,14
I Am Pilgrim (Pilgrim #1),10.6,4,https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html,2026-07-08,aeff7b87a8e83ebb,Fiction,14
Island of Dragons (Unwanteds #7),29.65,1,https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html,2026-07-08,2b52334fab158861,Fantasy,14
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,5,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,2026-07-08,fbb21a2f71f4d981,Humor,14
"Hush, Hush (Hush, Hush #1)",47.02,3,https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html,2026-07-08,6b6cd77fbc91b7a6,Default,14
Hamilton: The Revolution,58.79,3,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html,2026-07-08,afa829857f82f99e,Nonfiction,14
Hold Your Breath (Search and Rescue #1),28.82,1,https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html,2026-07-08,0b165bd4b9f42fd5,Romance,14
Feathers: Displays of Brilliant Plumage,49.05,3,https://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html,2026-07-08,9194ae88379dbf1a,Art,14
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",15.06,4,https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html,2026-07-08,ac4dde0d1be05de0,Nonfiction,14
El Deafo,57.62,5,https://books.toscrape.com/catalogue/el-deafo_691/index.html,2026-07-08,27c5968fe43cc06e,Sequential Art,14
Every Last Word,46.47,3,https://books.toscrape.com/catalogue/every-last-word_693/index.html,2026-07-08,a2bd4ca82d908442,Default,14
Greek Mythic History,10.23,5,https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html,2026-07-08,f201f263d8c23f97,Default,14
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",51.75,5,https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,2026-07-08,a01f6d368ef64dc5,Nonfiction,14
God: The Most Unpleasant Character in All Fiction,30.03,5,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html,2026-07-08,eec424a84c9e4c68,Religion,14
Eligible (The Austen Project #4),27.09,3,https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html,2026-07-08,9eaf58b03a2779cc,Fiction,14
"Eat Fat, Get Thin",54.07,2,https://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html,2026-07-08,047dfa57ba0bf638,Health,14
Eight Hundred Grapes,14.39,4,https://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html,2026-07-08,1d6dd0c87d90fe92,Fiction,14
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,5,https://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html,2026-07-08,3c6fe637a0180b01,Fantasy,14
Glory over Everything: Beyond The Kitchen House,45.84,3,https://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html,2026-07-08,de4b403cb629a29f,Historical Fiction,14
Daily Fantasy Sports,36.58,1,https://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html,2026-07-08,0e94a089328be4bc,Default,14
Doctor Sleep (The Shining #2),40.12,2,https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html,2026-07-08,bf5de316a5e9a4ab,Horror,14
Dear Mr. Knightley,11.21,5,https://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html,2026-07-08,94a958ea126cdcd5,Fiction,14
Don't Get Caught,55.35,1,https://books.toscrape.com/catalogue/dont-get-caught_687/index.html,2026-07-08,ad2887ce04583910,Young Adult,14
Crazy Love: Overwhelmed by a Relentless God,47.72,2,https://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html,2026-07-08,4b9d9cfe0f435788,Christian,14
Cometh the Hour (The Clifton Chronicles #6),25.01,3,https://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html,2026-07-08,28cf0d1c51b491e5,Fiction,14
Code Name Verity (Code Name Verity #1),22.13,4,https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html,2026-07-08,33a3e0e3ffde0dcd,Add a comment,14
City of Ashes (The Mortal Instruments #2),47.27,1,https://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html,2026-07-08,8a6ec2761f91dad2,Default,14
Clockwork Angel (The Infernal Devices #1),44.14,1,https://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html,2026-07-08,42b0c50fc44140ec,Default,14
City of Fallen Angels (The Mortal Instruments #4),11.23,4,https://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html,2026-07-08,1e264c677d4ee4ae,Default,14
"Carry On, Warrior: Thoughts on Life Unarmed",31.85,3,https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html,2026-07-08,1b0fc9f777cad045,Default,14
City of Glass (The Mortal Instruments #3),56.02,4,https://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html,2026-07-08,966ebb738e0f9d9b,Fantasy,14
City of Bones (The Mortal Instruments #1),43.28,1,https://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html,2026-07-08,5b987e54ee72525c,Default,14
Buying In: The Secret Dialogue Between What We Buy and Who We Are,37.8,4,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html,2026-07-08,16ef91b9d827859c,Nonfiction,14
Batman: Europa,32.01,2,https://books.toscrape.com/catalogue/batman-europa_668/index.html,2026-07-08,bf68dcb5fad3cc8c,Sequential Art,14
Brain on Fire: My Month of Madness,49.32,5,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html,2026-07-08,a80f66b254fe9eb3,Nonfiction,14
Barefoot Contessa Back to Basics,28.01,1,https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html,2026-07-08,999912e63a3262ae,Food and Drink,14
Cell,20.29,4,https://books.toscrape.com/catalogue/cell_674/index.html,2026-07-08,bfbb54bc8cdeed2b,Add a comment,14
Carrie,46.23,2,https://books.toscrape.com/catalogue/carrie_671/index.html,2026-07-08,5f22418922fa728b,Default,14
Catching Jordan (Hundred Oaks),50.83,3,https://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html,2026-07-08,e2e7b683b4c15b7d,Young Adult,14
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,5,https://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html,2026-07-08,0e0da9192a025efc,Food and Drink,14
Art Ops Vol. 1,48.8,3,https://books.toscrape.com/catalogue/art-ops-vol-1_664/index.html,2026-07-08,ffdc825785c0ede8,Sequential Art,14
Angels Walking (Angels Walking #1),34.2,2,https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html,2026-07-08,1fbb5f786e53a0ce,Add a comment,14
Balloon Animals,17.03,3,https://books.toscrape.com/catalogue/balloon-animals_665/index.html,2026-07-08,9b65f676984c9f0c,Fiction,14
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,4,https://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html,2026-07-08,41164b8ac02a2c42,Young Adult,14
Angels & Demons (Robert Langdon #1),51.48,3,https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html,2026-07-08,ad41c24ccac0c7ce,Default,14
All the Light We Cannot See,29.87,5,https://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html,2026-07-08,39861fc1c0845d15,Historical,14
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",10.9,2,https://books.toscrape.com/catalogue/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html,2026-07-08,5319169a72714c62,Sequential Art,14
Abstract City,56.37,5,https://books.toscrape.com/catalogue/abstract-city_658/index.html,2026-07-08,cf1aa2fc02a7d1e0,Nonfiction,14
A Time of Torment (Charlie Parker #14),48.35,5,https://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html,2026-07-08,4416c474713ec1f5,Mystery,14
A Study in Scarlet (Sherlock Holmes #1),16.73,2,https://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html,2026-07-08,63ee5bc46066a8a8,Mystery,14
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,2,https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,2026-07-08,c1379d3744f1dd2c,Add a comment,14
A Man Called Ove,39.72,1,https://books.toscrape.com/catalogue/a-man-called-ove_653/index.html,2026-07-08,8682c03de6a844ff,Fiction,14
A People's History of the United States,40.79,2,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html,2026-07-08,1ad06aed9349af46,Add a comment,14
A Distant Mirror: The Calamitous 14th Century,14.58,3,https://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html,2026-07-08,d5e0526e1ab682a3,History,14
1491: New Revelations of the Americas Before Columbus,21.8,3,https://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html,2026-07-08,6e8e5626ac4d279e,History,14
Will You Won't You Want Me?,13.86,3,https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html,2026-07-08,077b635ff2afc578,Womens Fiction,12
My Kitchen Year: 136 Recipes That Saved My Life,11.53,2,https://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html,2026-07-08,8bbd7df8a324f31d,Food and Drink,13
"The Three Searches, Meaning, and the Story",13.33,3,https://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html,2026-07-08,ac5e0d3938caf686,Default,13
Rook,37.86,4,https://books.toscrape.com/catalogue/rook_647/index.html,2026-07-08,44d97b6707dae3f0,Add a comment,13
Searching for Meaning in Gailana,38.73,1,https://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html,2026-07-08,2f0213137a80d485,Fantasy,13
13 Hours: The Inside Account of What Really Happened In Benghazi,27.06,1,https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html,2026-07-08,4be9d1910f8a4e80,Nonfiction,13
A Brush of Wings (Angels Walking #3),55.51,1,https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html,2026-07-08,01a177623cce9596,Add a comment,14
The Silent Sister (Riley MacPherson #1),46.29,5,https://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html,2026-07-08,ce1ae197ada2aec4,Fiction,12
The Midnight Watch: A Novel of the Titanic and the Californian,26.2,1,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,2026-07-08,14e44163678e24dc,Add a comment,12
Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,1,https://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html,2026-07-08,148715df5a02ea5e,Science,12
The Star-Touched Queen,32.3,5,https://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html,2026-07-08,4a7a25be293ad678,Fantasy,12
The Lonely City: Adventures in the Art of Being Alone,33.26,2,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html,2026-07-08,582a21a1dbbef3cf,Nonfiction,12
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,4,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html,2026-07-08,3063c7e95d0bf76f,Add a comment,12
The Epidemic (The Program 0.6),14.44,5,https://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html,2026-07-08,f732d7d18a91d2ba,Young Adult,12
The Golden Condom: And Other Essays on Love Lost and Found,39.43,1,https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html,2026-07-08,235fa48eeed11d82,Psychology,12
The Diary of a Young Girl,59.9,3,https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html,2026-07-08,54fc03f1e1d355db,Nonfiction,12
The Dinner Party,56.54,2,https://books.toscrape.com/catalogue/the-dinner-party_635/index.html,2026-07-08,c6ca293d4810e0d5,Fiction,12
The Children,11.88,3,https://books.toscrape.com/catalogue/the-children_633/index.html,2026-07-08,64fd010bf8d15096,Add a comment,12
Stars Above (The Lunar Chronicles #4.5),48.05,2,https://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html,2026-07-08,b63ea3f7a57ae099,Young Adult,12
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.21,3,https://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html,2026-07-08,f40fea200e0c644f,Nonfiction,12
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,1,https://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html,2026-07-08,8976d9161c027142,Business,12
Raspberry Pi Electronics Projects for the Evil Genius,49.67,4,https://books.toscrape.com/catalogue/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html,2026-07-08,ebf81a62e4798fd1,Default,12
Psycho: Sanitarium (Psycho #1.5),36.97,5,https://books.toscrape.com/catalogue/psycho-sanitarium-psycho-15_628/index.html,2026-07-08,b8d7b3f5c7a95d65,Horror,12
One with You (Crossfire #5),15.71,4,https://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html,2026-07-08,81ef44fcc5f454df,Add a comment,12
No Love Allowed (Dodge Cove #1),54.65,4,https://books.toscrape.com/catalogue/no-love-allowed-dodge-cove-1_625/index.html,2026-07-08,db84624b151cbe06,Young Adult,12
How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,5,https://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html,2026-07-08,b978c9852cde91bd,Default,12
